concept,photo,distractQ,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,condition,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,ins.started,ins.stopped,con1.started,con1.stopped,text.started,text.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_3.started,text_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_5.started,text_5.stopped,text_6.started,text_6.stopped,participant,condition,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.807481274001475,None,space,0.3120774849994632,17.798200737001025,None,,,,,,,,,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
cat,cat1.jpg,77 x 21 =,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
strawberries,strawberries4.jpg,14 x 38 =,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
bird,bird3.jpg,17 x 87 =,,,,,0,2,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
horse,horse2.jpg,18 x 61 =,,,,,0,3,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
pineapple,pineapple1.jpg,44 x 75 =,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
bike,bike3.jpg,25 x 17 =,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
leaves,leaves1.jpg,87 x 7 =,,,,,0,6,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
chairs,chairs2.jpg,13 x 47 =,,,,,0,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
carrots,carrots1.jpg,44 x 4 =,,,,,0,8,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
whale,whale1.jpg,5 x 57 =,,,,,0,9,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
camel,camel1.jpg,44 x 84 =,,,,,0,10,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
frog,frog1.jpg,63 x 58 =,,,,,0,11,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
phone,phone1.jpg,86 x 12 =,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
bridge,bridge1.jpg,94 x 64 =,,,,,0,13,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
bench,bench1.jpg,18 x 74 =,,,,,0,14,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
tree,tree1.jpg,9 x 54 =,,,,,0,15,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
bear,bear1.jpg,49 x 43 =,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,return,10.800378535001073,18.175680149000982,None,18.175680149000982,None,18.175680149000982,None,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
elephant,elephant3.jpg,51 x 65 =,,,,,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,return,3.9979465609994804,29.005179533000046,None,29.005179533000046,None,29.005179533000046,None,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
car,car1.jpg,77 x 21 =,,,,,,,,,0,2,2,18,,,,,,,,,,,,,,,,,,,,,,return,7.062162037000235,33.0361531540002,None,33.0361531540002,None,33.0361531540002,None,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
lion,lion1.jpg,11 x 83 =,,,,,,,,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,return,4.651861946000281,40.1219751990011,None,40.1219751990011,None,40.1219751990011,None,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
apples,apples4.jpg,68 x 47 =,,,,,,,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,return,4.472510841000258,44.80418739700144,None,44.80418739700144,None,44.80418739700144,None,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
alligator,alligator1.jpg,47 x 24 =,,,,,,,,,0,5,5,30,,,,,,,,,,,,,,,,,,,,,,return,3.8900256930010073,49.30413397100165,None,49.30413397100165,None,49.30413397100165,None,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
leaves,leaves1.jpg,87 x 7 =,,,,,,,,,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,return,3.6351380230007635,53.21860753200053,None,53.21860753200053,None,53.21860753200053,None,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
whale,whale1.jpg,5 x 57 =,,,,,,,,,0,7,7,23,,,,,,,,,,,,,,,,,,,,,,return,2.165193070000896,56.882657178000954,None,56.882657178000954,None,56.882657178000954,None,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
cat,cat1.jpg,77 x 21 =,,,,,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,return,1.2017491460010206,59.068590604001656,None,59.068590604001656,None,59.068590604001656,None,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
camel,camel1.jpg,44 x 84 =,,,,,,,,,0,9,9,26,,,,,,,,,,,,,,,,,,,,,,return,0.6632359380000707,60.299321305001286,None,60.299321305001286,None,60.299321305001286,None,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
chairs,chairs2.jpg,13 x 47 =,,,,,,,,,0,10,10,28,,,,,,,,,,,,,,,,,,,,,,return,0.5567723399999522,60.98584684800153,None,60.98584684800153,None,60.98584684800153,None,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
bridge,bridge1.jpg,94 x 64 =,,,,,,,,,0,11,11,17,,,,,,,,,,,,,,,,,,,,,,return,0.8074922199994035,61.57398791600099,None,61.57398791600099,None,61.57398791600099,None,,,2021_Mar_08_1218,df_e1,2021.1.2,60.255525728086205,
