0.5520 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'pyo', 'pygame'] (in that order).
7.1397 	INFO 	Loaded monitor calibration from ['2019_04_18 11:35']
8.3576 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7ff4397b5b38>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7ff439306b38>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, units='norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.3578 	EXP 	window1: mouseVisible = True
8.3579 	EXP 	window1: recordFrameIntervals = False
8.5236 	EXP 	window1: recordFrameIntervals = True
8.6639 	WARNING 	t of last frame was 23.31ms (=1/42)
8.8569 	DEBUG 	Screen (0) actual frame rate measured at 59.61
8.8570 	EXP 	window1: recordFrameIntervals = False
9.8774 	EXP 	Created ins = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='ins', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
9.8811 	EXP 	Created con1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='con1', opacity=1, ori=0.0, pos=array([ 0. , -0.7]), rgb=UNKNOWN, text='Press the spacebar to continue.', units='norm', win=Window(...), wrapWidth=1)
9.8936 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
10.3737 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='norm', win=Window(...))
10.8270 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
11.2209 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='norm', win=Window(...))
11.7277 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
12.2115 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.2120 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.2132 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.2136 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.2147 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.2155 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.2164 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.2172 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.2173 	DEBUG 	Uploading Texture Font fontname to graphics card
12.2215 	DEBUG 	Upload of Texture Font fontname complete
12.2217 	EXP 	window1: mouseVisible = True
12.8890 	EXP 	textbox: autoLog = True
12.8890 	EXP 	ins: autoDraw = True
14.8740 	EXP 	con1: autoDraw = True
165.6742 	DATA 	Keypress: space
165.6894 	EXP 	ins: autoDraw = False
165.6894 	EXP 	con1: autoDraw = False
165.6894 	EXP 	text: autoDraw = True
172.8133 	DEBUG 	Read excel file with openpyxl: conditions.xlsx
172.8160 	EXP 	Imported conditions.xlsx as conditions, 16 conditions, 2 params
172.8268 	EXP 	Created sequence: random, trialTypes=16, nReps=1, seed=None
172.8280 	EXP 	New trial (rep=0, index=0): {'concept': 'horse', 'photo': 'horse2.jpg'}
172.9116 	DATA 	Keypress: space
172.9298 	EXP 	text: autoDraw = False
172.9298 	EXP 	image: image = 'horse2.jpg'
172.9298 	EXP 	image: autoDraw = True
176.2079 	EXP 	New trial (rep=0, index=1): {'concept': 'alligator', 'photo': 'alligator1.jpg'}
176.2276 	DATA 	Keypress: space
176.2429 	EXP 	image: autoDraw = False
176.2429 	EXP 	image: image = 'alligator1.jpg'
176.2429 	EXP 	image: autoDraw = True
176.8232 	EXP 	New trial (rep=0, index=2): {'concept': 'chairs', 'photo': 'chairs2.jpg'}
176.8417 	DATA 	Keypress: space
176.8545 	EXP 	image: autoDraw = False
176.8545 	EXP 	image: image = 'chairs2.jpg'
176.8545 	EXP 	image: autoDraw = True
177.1919 	DATA 	Keypress: space
178.0406 	EXP 	New trial (rep=0, index=3): {'concept': 'bike', 'photo': 'bike3.jpg'}
178.0673 	DATA 	Keypress: space
178.0775 	EXP 	image: autoDraw = False
178.0775 	EXP 	image: image = 'bike3.jpg'
178.0775 	EXP 	image: autoDraw = True
178.5573 	DATA 	Keypress: space
179.1400 	EXP 	New trial (rep=0, index=4): {'concept': 'train', 'photo': 'train1.jpg'}
179.1614 	DATA 	Keypress: space
179.1718 	EXP 	image: autoDraw = False
179.1718 	EXP 	image: image = 'train1.jpg'
179.1718 	EXP 	image: autoDraw = True
